image,bbox
5965,"[np.float64(896.74), np.float64(148.44), np.float64(1025.67), np.float64(190.34)]"
5965,"[np.float64(522.22), np.float64(174.92), np.float64(558.04), np.float64(202.27)]"
1533,"[np.float64(577.02), np.float64(173.77), np.float64(645.64), np.float64(236.29)]"
1533,"[np.float64(238.75), np.float64(183.35), np.float64(355.11), np.float64(245.51)]"
1533,"[np.float64(366.65), np.float64(176.16), np.float64(486.26), np.float64(259.98)]"
1533,"[np.float64(457.17), np.float64(177.82), np.float64(516.85), np.float64(221.43)]"
1533,"[np.float64(492.32), np.float64(180.92), np.float64(530.02), np.float64(207.86)]"
2611,"[np.float64(0.0), np.float64(178.85), np.float64(194.85), np.float64(305.17)]"
2611,"[np.float64(162.76), np.float64(192.14), np.float64(307.65), np.float64(262.05)]"
2611,"[np.float64(262.11), np.float64(179.09), np.float64(377.3), np.float64(243.13)]"
2611,"[np.float64(386.54), np.float64(182.14), np.float64(451.07), np.float64(219.72)]"
1625,"[np.float64(582.18), np.float64(180.44), np.float64(620.92), np.float64(215.8)]"
1625,"[np.float64(26.95), np.float64(190.94), np.float64(398.79), np.float64(375.0)]"
1625,"[np.float64(325.4), np.float64(187.89), np.float64(416.14), np.float64(237.47)]"
1625,"[np.float64(440.14), np.float64(188.24), np.float64(528.38), np.float64(247.0)]"
1625,"[np.float64(488.6), np.float64(184.43), np.float64(535.71), np.float64(215.55)]"
6141,"[np.float64(736.54), np.float64(177.9), np.float64(947.22), np.float64(314.08)]"
6141,"[np.float64(669.08), np.float64(174.85), np.float64(727.79), np.float64(221.47)]"
6141,"[np.float64(273.79), np.float64(185.95), np.float64(382.15), np.float64(224.68)]"
6141,"[np.float64(131.55), np.float64(187.36), np.float64(254.17), np.float64(227.57)]"
6141,"[np.float64(649.99), np.float64(178.57), np.float64(681.89), np.float64(204.67)]"
712,"[np.float64(449.12), np.float64(177.62), np.float64(493.13), np.float64(215.69)]"
712,"[np.float64(237.51), np.float64(193.43), np.float64(343.42), np.float64(256.34)]"
712,"[np.float64(141.38), np.float64(198.69), np.float64(259.68), np.float64(255.52)]"
4946,"[np.float64(667.35), np.float64(174.19), np.float64(804.87), np.float64(267.67)]"
4946,"[np.float64(128.2), np.float64(185.66), np.float64(313.41), np.float64(252.3)]"
4946,"[np.float64(494.91), np.float64(173.28), np.float64(548.25), np.float64(219.44)]"
4946,"[np.float64(632.79), np.float64(173.97), np.float64(698.21), np.float64(221.99)]"
7367,"[np.float64(962.79), np.float64(177.12), np.float64(1081.12), np.float64(215.41)]"
3590,"[np.float64(487.88), np.float64(184.16), np.float64(548.42), np.float64(222.03)]"
3590,"[np.float64(402.51), np.float64(184.06), np.float64(497.88), np.float64(216.1)]"
6418,"[np.float64(663.17), np.float64(171.29), np.float64(719.63), np.float64(218.22)]"
6418,"[np.float64(705.84), np.float64(181.32), np.float64(792.71), np.float64(242.09)]"
6418,"[np.float64(841.07), np.float64(178.82), np.float64(977.5), np.float64(244.09)]"
6418,"[np.float64(804.96), np.float64(175.15), np.float64(872.17), np.float64(202.72)]"
7259,"[np.float64(547.0), np.float64(159.84), np.float64(621.55), np.float64(213.16)]"
7259,"[np.float64(131.83), np.float64(206.07), np.float64(237.75), np.float64(272.98)]"
7259,"[np.float64(868.59), np.float64(150.73), np.float64(1126.22), np.float64(227.72)]"
7259,"[np.float64(603.02), np.float64(157.28), np.float64(644.41), np.float64(190.3)]"
1012,"[np.float64(755.48), np.float64(188.1), np.float64(1191.01), np.float64(374.0)]"
1012,"[np.float64(376.92), np.float64(178.87), np.float64(498.99), np.float64(260.59)]"
1012,"[np.float64(682.87), np.float64(187.19), np.float64(791.28), np.float64(261.44)]"
1012,"[np.float64(654.95), np.float64(182.52), np.float64(711.84), np.float64(226.32)]"
1012,"[np.float64(481.55), np.float64(179.45), np.float64(536.88), np.float64(221.67)]"
6261,"[np.float64(789.2), np.float64(183.15), np.float64(1185.06), np.float64(327.29)]"
6261,"[np.float64(661.57), np.float64(162.94), np.float64(914.84), np.float64(272.13)]"
6261,"[np.float64(20.21), np.float64(193.13), np.float64(276.89), np.float64(278.59)]"
6261,"[np.float64(189.4), np.float64(188.76), np.float64(334.02), np.float64(243.15)]"
6261,"[np.float64(305.11), np.float64(183.93), np.float64(394.53), np.float64(217.06)]"
969,"[np.float64(897.48), np.float64(186.4), np.float64(1104.37), np.float64(263.73)]"
1382,"[np.float64(1006.57), np.float64(195.04), np.float64(1209.1), np.float64(354.6)]"
1797,"[np.float64(837.73), np.float64(181.9), np.float64(1168.25), np.float64(355.46)]"
4231,"[np.float64(530.42), np.float64(186.1), np.float64(927.71), np.float64(329.15)]"
1557,"[np.float64(760.27), np.float64(199.31), np.float64(1029.66), np.float64(374.0)]"
1557,"[np.float64(514.2), np.float64(181.94), np.float64(569.91), np.float64(227.54)]"
1000,"[np.float64(798.93), np.float64(169.95), np.float64(1060.55), np.float64(250.42)]"
6659,"[np.float64(507.64), np.float64(179.42), np.float64(566.98), np.float64(228.03)]"
6705,"[np.float64(444.65), np.float64(188.12), np.float64(533.76), np.float64(253.55)]"
3637,"[np.float64(0.0), np.float64(194.18), np.float64(93.89), np.float64(232.7)]"
3637,"[np.float64(69.66), np.float64(189.96), np.float64(153.65), np.float64(225.2)]"
5369,"[np.float64(985.44), np.float64(176.27), np.float64(1213.7), np.float64(274.36)]"
1289,"[np.float64(427.63), np.float64(173.33), np.float64(467.28), np.float64(205.78)]"
6069,"[np.float64(586.04), np.float64(177.5), np.float64(635.29), np.float64(224.06)]"
6069,"[np.float64(247.31), np.float64(190.79), np.float64(341.27), np.float64(233.49)]"
1257,"[np.float64(445.77), np.float64(182.94), np.float64(488.7), np.float64(211.91)]"
3364,"[np.float64(244.07), np.float64(193.81), np.float64(306.57), np.float64(222.28)]"
5904,"[np.float64(303.91), np.float64(197.03), np.float64(464.19), np.float64(309.16)]"
5904,"[np.float64(448.44), np.float64(185.79), np.float64(545.1), np.float64(252.8)]"
6242,"[np.float64(416.42), np.float64(186.47), np.float64(495.4), np.float64(244.09)]"
6242,"[np.float64(525.03), np.float64(181.09), np.float64(586.38), np.float64(230.36)]"
2322,"[np.float64(775.46), np.float64(183.27), np.float64(981.0), np.float64(304.03)]"
2322,"[np.float64(552.66), np.float64(174.55), np.float64(630.56), np.float64(202.56)]"
2322,"[np.float64(761.24), np.float64(166.7), np.float64(835.91), np.float64(194.31)]"
2322,"[np.float64(937.67), np.float64(163.68), np.float64(1032.38), np.float64(190.06)]"
2322,"[np.float64(404.7), np.float64(178.01), np.float64(468.88), np.float64(205.56)]"
2322,"[np.float64(236.86), np.float64(181.98), np.float64(298.47), np.float64(208.43)]"
4637,"[np.float64(581.6), np.float64(172.45), np.float64(615.97), np.float64(205.15)]"
4637,"[np.float64(748.73), np.float64(177.52), np.float64(1021.34), np.float64(349.95)]"
4637,"[np.float64(697.72), np.float64(175.7), np.float64(805.93), np.float64(269.72)]"
4637,"[np.float64(649.18), np.float64(166.8), np.float64(694.6), np.float64(209.38)]"
4637,"[np.float64(144.17), np.float64(187.05), np.float64(317.32), np.float64(271.29)]"
4637,"[np.float64(310.64), np.float64(182.33), np.float64(405.19), np.float64(234.67)]"
2070,"[np.float64(567.84), np.float64(175.09), np.float64(621.42), np.float64(226.95)]"
2070,"[np.float64(436.06), np.float64(182.8), np.float64(490.28), np.float64(224.55)]"
2070,"[np.float64(1009.17), np.float64(160.43), np.float64(1108.04), np.float64(195.35)]"
6446,"[np.float64(298.15), np.float64(185.44), np.float64(368.93), np.float64(218.89)]"
5627,"[np.float64(15.45), np.float64(200.56), np.float64(305.68), np.float64(347.57)]"
5627,"[np.float64(655.7), np.float64(176.55), np.float64(688.49), np.float64(204.75)]"
5627,"[np.float64(617.19), np.float64(171.69), np.float64(652.37), np.float64(199.17)]"
2842,"[np.float64(472.0), np.float64(185.61), np.float64(537.75), np.float64(234.78)]"
7200,"[np.float64(0.0), np.float64(203.72), np.float64(310.18), np.float64(357.03)]"
7200,"[np.float64(770.75), np.float64(178.84), np.float64(1027.1), np.float64(342.03)]"
7200,"[np.float64(263.42), np.float64(191.83), np.float64(400.79), np.float64(275.48)]"
7200,"[np.float64(698.55), np.float64(181.5), np.float64(794.35), np.float64(244.4)]"
7200,"[np.float64(402.07), np.float64(186.08), np.float64(485.79), np.float64(235.6)]"
7200,"[np.float64(485.79), np.float64(179.5), np.float64(524.72), np.float64(209.84)]"
7200,"[np.float64(656.89), np.float64(179.6), np.float64(704.14), np.float64(214.72)]"
4444,"[np.float64(770.57), np.float64(182.29), np.float64(1170.67), np.float64(374.0)]"
4444,"[np.float64(695.18), np.float64(182.16), np.float64(845.61), np.float64(290.2)]"
4444,"[np.float64(670.89), np.float64(168.19), np.float64(707.72), np.float64(196.36)]"
980,"[np.float64(407.6), np.float64(183.37), np.float64(456.4), np.float64(224.94)]"
980,"[np.float64(130.24), np.float64(200.8), np.float64(273.65), np.float64(280.48)]"
980,"[np.float64(18.39), np.float64(210.5), np.float64(175.58), np.float64(281.92)]"
3264,"[np.float64(602.17), np.float64(177.25), np.float64(662.93), np.float64(235.94)]"
3264,"[np.float64(747.25), np.float64(182.98), np.float64(875.92), np.float64(271.29)]"
5737,"[np.float64(518.34), np.float64(164.36), np.float64(740.27), np.float64(374.0)]"
5737,"[np.float64(984.63), np.float64(175.65), np.float64(1125.73), np.float64(219.68)]"
1398,"[np.float64(392.13), np.float64(187.34), np.float64(447.07), np.float64(221.32)]"
2953,"[np.float64(852.98), np.float64(168.11), np.float64(977.12), np.float64(213.19)]"
2953,"[np.float64(993.78), np.float64(157.87), np.float64(1172.75), np.float64(209.67)]"
412,"[np.float64(490.66), np.float64(167.2), np.float64(536.97), np.float64(211.61)]"
412,"[np.float64(95.88), np.float64(192.42), np.float64(352.42), np.float64(334.28)]"
3884,"[np.float64(563.22), np.float64(180.98), np.float64(681.42), np.float64(293.16)]"
3884,"[np.float64(310.52), np.float64(196.92), np.float64(368.87), np.float64(224.19)]"
3884,"[np.float64(241.79), np.float64(199.9), np.float64(303.81), np.float64(227.6)]"
3884,"[np.float64(980.15), np.float64(182.6), np.float64(1134.65), np.float64(230.85)]"
7341,"[np.float64(129.29), np.float64(189.59), np.float64(411.66), np.float64(346.48)]"
7341,"[np.float64(233.78), np.float64(177.74), np.float64(289.69), np.float64(206.28)]"
7341,"[np.float64(278.33), np.float64(176.33), np.float64(333.39), np.float64(202.16)]"
7341,"[np.float64(477.77), np.float64(172.09), np.float64(537.0), np.float64(222.0)]"
7341,"[np.float64(587.37), np.float64(174.19), np.float64(625.13), np.float64(211.8)]"
6886,"[np.float64(118.97), np.float64(198.64), np.float64(249.84), np.float64(264.08)]"
6886,"[np.float64(497.34), np.float64(172.58), np.float64(534.31), np.float64(205.18)]"
6886,"[np.float64(364.6), np.float64(183.75), np.float64(431.57), np.float64(226.03)]"
6886,"[np.float64(285.6), np.float64(187.68), np.float64(361.56), np.float64(228.47)]"
6975,"[np.float64(552.71), np.float64(182.05), np.float64(603.27), np.float64(224.41)]"
6975,"[np.float64(590.5), np.float64(172.76), np.float64(706.49), np.float64(269.05)]"
6371,"[np.float64(476.23), np.float64(168.5), np.float64(550.3), np.float64(225.35)]"
6371,"[np.float64(699.18), np.float64(173.07), np.float64(832.58), np.float64(285.42)]"
6371,"[np.float64(681.0), np.float64(183.22), np.float64(763.99), np.float64(251.55)]"
6371,"[np.float64(518.43), np.float64(176.8), np.float64(568.13), np.float64(211.17)]"
6371,"[np.float64(204.78), np.float64(167.28), np.float64(415.0), np.float64(237.88)]"
6221,"[np.float64(323.47), np.float64(178.39), np.float64(489.26), np.float64(256.66)]"
6657,"[np.float64(449.02), np.float64(176.28), np.float64(549.18), np.float64(225.75)]"
3173,"[np.float64(517.44), np.float64(179.01), np.float64(558.23), np.float64(213.19)]"
3173,"[np.float64(266.72), np.float64(176.73), np.float64(318.06), np.float64(207.89)]"
3173,"[np.float64(588.76), np.float64(178.49), np.float64(628.76), np.float64(218.32)]"
913,"[np.float64(131.39), np.float64(187.38), np.float64(333.39), np.float64(259.6)]"
913,"[np.float64(357.74), np.float64(172.66), np.float64(469.97), np.float64(219.86)]"
482,"[np.float64(741.97), np.float64(183.19), np.float64(861.27), np.float64(265.09)]"
482,"[np.float64(930.97), np.float64(181.98), np.float64(1104.68), np.float64(267.35)]"
1282,"[np.float64(476.0), np.float64(184.59), np.float64(542.85), np.float64(235.0)]"
5878,"[np.float64(123.67), np.float64(188.64), np.float64(245.16), np.float64(243.26)]"
5878,"[np.float64(365.92), np.float64(184.2), np.float64(414.38), np.float64(210.56)]"
4499,"[np.float64(458.47), np.float64(176.66), np.float64(594.26), np.float64(223.46)]"
4499,"[np.float64(415.23), np.float64(178.67), np.float64(458.3), np.float64(210.28)]"
2562,"[np.float64(451.11), np.float64(195.17), np.float64(527.71), np.float64(222.41)]"
634,"[np.float64(407.17), np.float64(187.36), np.float64(512.93), np.float64(250.91)]"
3305,"[np.float64(584.82), np.float64(184.33), np.float64(617.01), np.float64(210.23)]"
3305,"[np.float64(198.72), np.float64(181.04), np.float64(274.99), np.float64(216.86)]"
5955,"[np.float64(117.19), np.float64(200.33), np.float64(444.28), np.float64(374.0)]"
5955,"[np.float64(631.88), np.float64(183.42), np.float64(691.01), np.float64(231.76)]"
1341,"[np.float64(593.79), np.float64(176.44), np.float64(652.19), np.float64(229.31)]"
4031,"[np.float64(577.16), np.float64(176.65), np.float64(631.78), np.float64(228.63)]"
4031,"[np.float64(780.4), np.float64(177.53), np.float64(1024.95), np.float64(341.63)]"
4031,"[np.float64(675.23), np.float64(173.15), np.float64(733.58), np.float64(222.94)]"
4031,"[np.float64(645.65), np.float64(176.87), np.float64(682.34), np.float64(208.77)]"
1296,"[np.float64(581.16), np.float64(173.52), np.float64(608.22), np.float64(200.26)]"
1296,"[np.float64(521.25), np.float64(175.85), np.float64(560.07), np.float64(211.01)]"
1296,"[np.float64(416.32), np.float64(182.0), np.float64(456.53), np.float64(207.58)]"
5869,"[np.float64(498.03), np.float64(193.92), np.float64(550.61), np.float64(238.34)]"
3952,"[np.float64(575.49), np.float64(177.67), np.float64(619.2), np.float64(219.81)]"
3952,"[np.float64(149.22), np.float64(178.77), np.float64(221.49), np.float64(206.19)]"
4201,"[np.float64(294.97), np.float64(192.86), np.float64(476.61), np.float64(305.16)]"
1534,"[np.float64(605.37), np.float64(176.7), np.float64(662.15), np.float64(229.13)]"
141,"[np.float64(405.52), np.float64(184.59), np.float64(530.15), np.float64(263.84)]"
2182,"[np.float64(559.4), np.float64(177.4), np.float64(608.22), np.float64(221.9)]"
2182,"[np.float64(336.57), np.float64(178.05), np.float64(493.66), np.float64(286.95)]"
2182,"[np.float64(261.93), np.float64(184.57), np.float64(370.94), np.float64(241.89)]"
2182,"[np.float64(94.03), np.float64(182.58), np.float64(236.47), np.float64(240.58)]"
2182,"[np.float64(464.65), np.float64(181.72), np.float64(525.25), np.float64(224.92)]"
2182,"[np.float64(511.11), np.float64(182.65), np.float64(549.21), np.float64(209.95)]"
3665,"[np.float64(609.68), np.float64(185.78), np.float64(638.56), np.float64(212.92)]"
2727,"[np.float64(315.46), np.float64(187.8), np.float64(491.49), np.float64(316.26)]"
2727,"[np.float64(714.11), np.float64(175.14), np.float64(902.41), np.float64(313.64)]"
2727,"[np.float64(526.56), np.float64(175.33), np.float64(568.41), np.float64(210.22)]"
5216,"[np.float64(330.72), np.float64(193.22), np.float64(475.56), np.float64(281.56)]"
5216,"[np.float64(37.69), np.float64(192.11), np.float64(397.62), np.float64(374.0)]"
5216,"[np.float64(755.44), np.float64(171.14), np.float64(859.2), np.float64(233.63)]"
5216,"[np.float64(430.9), np.float64(183.64), np.float64(520.64), np.float64(244.97)]"
5216,"[np.float64(494.35), np.float64(186.88), np.float64(549.28), np.float64(229.35)]"
5216,"[np.float64(514.66), np.float64(184.28), np.float64(562.21), np.float64(220.15)]"
5216,"[np.float64(654.06), np.float64(179.06), np.float64(700.78), np.float64(218.15)]"
5216,"[np.float64(742.8), np.float64(167.74), np.float64(884.04), np.float64(215.65)]"
5216,"[np.float64(668.92), np.float64(180.24), np.float64(723.83), np.float64(212.93)]"
325,"[np.float64(316.71), np.float64(185.26), np.float64(449.47), np.float64(279.21)]"
325,"[np.float64(0.0), np.float64(179.14), np.float64(108.62), np.float64(229.8)]"
325,"[np.float64(108.58), np.float64(182.33), np.float64(198.02), np.float64(218.18)]"
325,"[np.float64(196.6), np.float64(183.28), np.float64(264.35), np.float64(214.18)]"
325,"[np.float64(508.42), np.float64(181.34), np.float64(550.52), np.float64(212.26)]"
325,"[np.float64(581.06), np.float64(177.42), np.float64(629.34), np.float64(225.53)]"
4547,"[np.float64(250.0), np.float64(186.07), np.float64(372.68), np.float64(248.44)]"
5909,"[np.float64(762.19), np.float64(175.83), np.float64(1018.09), np.float64(325.74)]"
5909,"[np.float64(711.24), np.float64(176.3), np.float64(809.55), np.float64(253.87)]"
5909,"[np.float64(328.32), np.float64(191.35), np.float64(431.57), np.float64(257.37)]"
5909,"[np.float64(483.74), np.float64(185.83), np.float64(518.89), np.float64(211.96)]"
5909,"[np.float64(639.98), np.float64(175.38), np.float64(671.8), np.float64(200.68)]"
